Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access
ELEC,"Walmart 2065 - Knoxville, TN",8445 Walbrook Drive,,Knoxville,TN,37923,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,35.926255,-84.061073,2022-02-10,121808,2022-02-10 01:24:37 UTC,,,,2019-04-26,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Pleasant Valley Promenade,6204 Glenwood Ave,,Raleigh,NC,27612,,833-632-2778,E,,Public,24 hours daily,,,,,,,6,,Electrify America,https://www.electrifyamerica.com/,GPS,35.857314,-78.703585,2022-02-10,121809,2022-02-10 01:24:37 UTC,,,,2019-04-26,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,"Walmart 335 - Jackson, TN",2196 Emporium Drive,,Jackson,TN,38305,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,35.668068,-88.853079,2022-02-10,121811,2022-02-10 01:24:37 UTC,,,,2019-04-26,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,"Walmart 66 - Clarksville, AR",230 Market Street,,Clarksville,AR,72830,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,35.449803,-93.45964,2022-02-10,121814,2022-02-10 01:24:37 UTC,,,,2019-04-26,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Commons at Wolf Creek,2755 North Germantown Parkway,,Memphis,TN,38133,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,35.201765,-89.793819,2022-02-10,121816,2022-02-10 01:24:37 UTC,,,,2018-07-20,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,"Sam's Club 7676 (Amarillo, TX)",8952 Westgate Pkwy.,,Amarillo,TX,79124,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,35.185169,-101.940833,2022-02-10,121817,2022-02-10 01:24:37 UTC,,,,2019-02-01,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Walmart 3835 Ooltewah,5588 Little Debbie Parkway,,Ooltewah,TN,37363,,833-632-2778,E,,Public,24 hours daily,,,,,,,8,,Electrify America,https://www.electrifyamerica.com/,GPS,35.082503,-85.06368,2022-02-10,121818,2022-02-10 01:24:37 UTC,,,,2018-08-23,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Walmart 91 Forrest City,205 Deaderick Rd,,Forrest City,AR,72335,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,35.029184,-90.794634,2022-02-10,121819,2022-02-10 01:24:37 UTC,,,,2018-08-14,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Walmart 124 Little Rock,8801 Baseline Road,,Little Rock,AR,72209,,833-632-2778,E,,Public,24 hours daily,,,,,,,8,,Electrify America,https://www.electrifyamerica.com/,GPS,34.668684,-92.376676,2022-02-10,121820,2022-02-10 01:24:37 UTC,,,,2019-04-26,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,"Walmart 129 - Ardmore, OK",1715 N. Commerce,,Ardmore,OK,73401,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,34.193316,-97.145522,2022-02-10,121822,2022-02-10 01:24:37 UTC,,,,2019-04-26,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Barrett Place,800 Cobb Place Boulevard NW,,Kennesaw,GA,30144,,833-632-2778,E,,Public,24 hours daily,,,,,,,10,,Electrify America,https://www.electrifyamerica.com/,GPS,34.011,-84.572333,2022-02-10,121825,2022-02-10 01:24:37 UTC,,,,2018-08-02,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Country Hills Shopping Plaza,2965 Rolling Hills Road,,Torrance,CA,90505,,833-632-2778,E,,Public,24 hours daily,,,,,,1,3,,Electrify America,https://www.electrifyamerica.com/,GPS,33.790224,-118.341224,2022-02-10,121826,2022-02-10 01:24:37 UTC,,,,2018-10-20,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Walmart 1065 Hope,2400 N Hervey St.,,Hope,AR,71801,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,33.681719,-93.615617,2022-02-10,121827,2022-02-10 01:24:37 UTC,,,,2018-07-17,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,"Walmart 3407 - Buckeye,AZ",1060 S. S. Watson,,Buckeye,AZ,85326,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,33.436027,-112.55893,2022-02-10,121828,2022-02-10 01:24:37 UTC,,,,2019-04-26,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Walmart 4627 Denton,2750 W. University,,Denton,TX,76201,,833-632-2778,E,,Public,24 hours daily,,,,,,,6,,Electrify America,https://www.electrifyamerica.com/,GPS,33.231573,-97.168083,2022-02-10,121829,2022-02-10 01:24:37 UTC,,,,2019-04-26,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Jefferson Park,602 S. Jefferson Ave.,,Mt. Pleasant,TX,75455,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,33.15124,-94.96941,2022-02-10,121830,2022-02-10 01:24:37 UTC,,,,2019-04-26,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,"Target T2083 - Yuma, AZ",1450 S. Yuma Palms Parkway,,Yuma,AZ,85365,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,32.704112,-114.607157,2022-02-10,121833,2022-02-10 01:24:37 UTC,,,,2019-04-26,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Walmart 561 Eastland,1410 East Main Street,,Eastland,TX,76448,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,32.403314,-98.792891,2022-02-10,121834,2022-02-10 01:24:37 UTC,,,,2019-04-26,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,"Walmart 5166 - Deming, NM",1021 E. Pine St,,Deming,NM,88030,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,32.269547,-107.746734,2022-02-10,121835,2022-02-10 01:24:37 UTC,,,,2019-04-26,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,"Walmart 639 - Brunswick, GA",150 Altama Connector,,Brunswick,GA,31525,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,31.213517,-81.486593,2022-02-10,121837,2022-02-10 01:24:37 UTC,,,,2019-04-26,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Walmart 285 Huntsville,141 I-45 S,,Huntsville,TX,77340,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,30.714547,-95.569776,2022-02-10,121840,2022-02-10 01:24:37 UTC,,,,2019-04-26,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Round Rock Premium Outlets,4401 N. I-35,,Round Rock,TX,78664,,833-632-2778,E,,Public,24 hours daily,,,,,,,10,,Electrify America,https://www.electrifyamerica.com/,GPS,30.566381,-97.691596,2022-02-10,121841,2022-02-10 01:24:37 UTC,,,,2019-04-26,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,"Econo Lodge (Junction, TX)",111 Martinez St.,,Junction,TX,76849,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,30.491826,-99.753775,2022-02-10,121842,2022-02-10 01:24:37 UTC,,,,2019-04-26,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Pensacola Square,6235 North Davis Highway,,Pensacola,FL,32504,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,30.488128,-87.224111,2022-02-10,121843,2022-02-10 01:24:37 UTC,,,,2019-04-26,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Walmart 402 Breaux Bridge,1932 Rees Street,,Breaux Bridge,LA,70517,,833-632-2778,E,,Public,24 hours daily,,,,,,,6,,Electrify America,https://www.electrifyamerica.com/,GPS,30.293014,-91.912208,2022-02-10,121845,2022-02-10 01:24:37 UTC,,,,2018-07-25,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Walmart 331 Sulphur,525 N Cities Service Hwy,,Sulphur,LA,70663,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,30.233577,-93.326847,2022-02-10,121847,2022-02-10 01:24:37 UTC,,,,2018-08-31,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Walmart 602 Spring,1025 Sawdust Rd,,Spring,TX,77380,,833-632-2778,E,,Public,24 hours daily,,,,,,1,3,,Electrify America,https://www.electrifyamerica.com/,GPS,30.12472,-95.457268,2022-02-10,121848,2022-02-10 01:24:37 UTC,,,,2018-09-14,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,"Snappy's Market (Columbus, TX)",2006 Alleyton Rd S.,,Columbus,TX,78934,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,29.708349,-96.504324,2022-02-10,121849,2022-02-10 01:24:37 UTC,,,,2019-04-26,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Walmart 915 Stafford,11210 West  Airport Blvd.,,Stafford,TX,77477,,833-632-2778,E,,Public,24 hours daily,,,,,,1,3,,Electrify America,https://www.electrifyamerica.com/,GPS,29.642828,-95.57278,2022-02-10,121850,2022-02-10 01:24:37 UTC,,,,2019-04-26,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Walmart 3572 Pearland,10505 Broadway St.,,Pearland,TX,77584,,833-632-2778,E,,Public,24 hours daily,,,,,,1,3,,Electrify America,https://www.electrifyamerica.com/,GPS,29.557122,-95.384055,2022-02-10,121851,2022-02-10 01:24:37 UTC,,,,2019-04-26,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,"Walmart 1803 - San Antonio, TX",4331 Thousand Oaks Dr.,,San Antonio,TX,78217,,833-632-2778,E,,Public,24 hours daily,,,,,,,8,,Electrify America,https://www.electrifyamerica.com/,GPS,29.552415,-98.408756,2022-02-10,121852,2022-02-10 01:24:37 UTC,,,,2019-04-26,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Walmart 5388 League City,1701 W. FM 646 Rd.,,League City,TX,77573,,833-632-2778,E,,Public,24 hours daily,,,,,,1,3,,Electrify America,https://www.electrifyamerica.com/,GPS,29.469384,-95.090936,2022-02-10,121853,2022-02-10 01:24:37 UTC,,,,2019-04-26,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Coquina Plaza,15701 Sheridan Street,,Southwest Ranches,FL,33331,,833-632-2778,E,,Public,24 hours daily,,,,,,1,3,,Electrify America,https://www.electrifyamerica.com/,GPS,26.030369,-80.357867,2022-02-10,121858,2022-02-10 01:24:37 UTC,,,,2019-04-26,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Marlin Chevrolet,2145 rue Frank-Carrel,,Quebec,QC,G1N 2G2,,418-688-1241,E,,Public,7:30am-5pm M-F; for client use only,,,,,,,1,,Non-Networked,,200-9,46.794686,-71.277558,2020-04-10,122185,2021-06-07 17:08:43 UTC,P,,,2019-04-30,,,,,J1772COMBO,CA,,7:30-17:00 LUN-VEN; Ã  l'usage des clients seulement,,Public,,public,,,CAR_DEALER,,,,,,,Free,Gratuit,,,,,,,,,
ELEC,Premier Chevrolet Cadillac Buick GMC Inc,500 Division Rd,"Division Rd, right beside Devonshire Mall and The Keg restaurant",Windsor,ON,N8X 0A8,,519-969-6000,E,,Public,24 hours daily,,,,,,1,1,,Non-Networked,,200-9,42.270523,-82.999838,2021-01-07,122194,2021-06-07 17:08:43 UTC,P,,,2019-01-16,,,,,CHADEMO J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,CAR_DEALER,,,,,,,Free,Gratuit,,,,,,,,,
ELEC,FRONT OF POOL DC FAST CHARGE,601 E State St,,Athens,OH,45701,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.337162,-82.07743,2022-02-10,122213,2022-02-10 00:29:59 UTC,,,,2019-05-01,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,BMW-NA DC250 WOOD150,150 Chestnut Ridge Rd,,Woodcliff Lake,NJ,07677,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.027557,-74.072001,2022-02-10,122214,2022-02-10 00:29:59 UTC,,,,2019-05-01,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Blue Heron Service Plaza,6164 CO RD 165,,Genoa,OH,43430,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,41.491082,-83.366736,2022-02-10,122240,2022-02-10 01:24:37 UTC,,,,2019-05-02,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,"Walmart 1254 - Bellmead, TX",1521 N Interstate 35 Frontage Rd,,Bellmead,TX,76705,,833-632-2778,E,,Public,24 hours daily,,,,,,,6,,Electrify America,https://www.electrifyamerica.com/,GPS,31.60057,-97.105852,2022-02-10,122241,2022-02-10 01:24:37 UTC,,,,2019-05-02,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,10th Street - Tesla Supercharger,Corner of Baldwin Ave. & 10th Street,,De Funiak Springs,FL,32435,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,5,,Tesla,https://www.tesla.com/supercharger,GPS,30.720702,-86.116677,2021-10-11,122242,2021-11-04 18:37:47 UTC,P,,,2019-03-01,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,
ELEC,5R Travel Center - Tesla Supercharger,1695  US-180,,Deming,NM,88030,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,200-9,32.28138,-107.760286,2021-10-11,122243,2021-11-04 18:37:47 UTC,P,,,2019-03-01,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,
ELEC,Bandon Shopping Center - Tesla Supercharger,120 Michigan Ave. NE,,Bandon,OR,97411,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,200-8,43.121858,-124.398943,2021-10-11,122244,2021-11-04 18:37:47 UTC,P,,,2019-03-01,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,
ELEC,Brooklyn Museum - Tesla Supercharger,878 Washington Avenue,,Brooklyn,NY,11225,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,10,,Tesla,https://www.tesla.com/supercharger,200-8,40.669936,-73.963069,2021-10-11,122247,2021-11-04 18:37:47 UTC,P,,,2019-03-01,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,
ELEC,Busy Bee - Tesla Supercharger,6458 US-129,,Live Oak,FL,32060,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,12,,Tesla,https://www.tesla.com/supercharger,200-9,30.331396,-82.961363,2021-10-11,122248,2021-11-04 18:37:47 UTC,P,,,2019-03-01,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,
ELEC,Carl's Jr. - Gila Bend - Tesla Supercharger,826 826 W Pima St.,,Gila Bend,AZ,85337,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,200-8,32.943675,-112.734081,2021-10-11,122249,2021-11-04 18:37:47 UTC,P,,,2019-03-01,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,
ELEC,Carrefour Sante Globale - Tesla Supercharger,2381 Rue Principale Ouest,,Magog,QC,J1X 0J4,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,200-8,45.281273,-72.185744,2021-10-11,122250,2021-11-04 18:37:47 UTC,P,,,2019-03-01,,,,,TESLA,CA,,Accessible 24 heures par jour; à l'usage des modèles Tesla seulement,,Public,,public,,,,,,,,,,$0.44 per minute above 60 kW and $0.22 per minute at or below 60 kW,$0.44 par minute au-dessus de 60 kW et $0.22 par minute à 60 kW ou moins,,,,,,,,,
ELEC,CF Carrefour Laval - Tesla Supercharger,3035 Boulevard le Carrefour,,Laval,QC,H7T 1C8,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,20,,Tesla,https://www.tesla.com/supercharger,200-8,45.570344,-73.747582,2021-10-11,122251,2021-11-04 18:37:47 UTC,P,,,2019-03-01,,,,,TESLA,CA,,Accessible 24 heures par jour; à l'usage des modèles Tesla seulement,,Public,,public,,,,,,,,,,$0.44 per minute above 60 kW and $0.22 per minute at or below 60 kW,$0.44 par minute au-dessus de 60 kW et $0.22 par minute à 60 kW ou moins,,,,,,,,,
ELEC,CF Fairview Pointe-Claire - Tesla Supercharger,6801 Trans-Canada Highway,,Pointe-Claire,QC,H9R 5J2,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,20,,Tesla,https://www.tesla.com/supercharger,GPS,45.464201,-73.8281,2021-10-11,122252,2021-11-04 18:37:47 UTC,P,,,2019-03-01,,,,,TESLA,CA,,Accessible 24 heures par jour; à l'usage des modèles Tesla seulement,,Public,,public,,,,,,,,,,$0.44 per minute above 60 kW and $0.22 per minute at or below 60 kW,$0.44 par minute au-dessus de 60 kW et $0.22 par minute à 60 kW ou moins,,,,,,,,,
ELEC,CF Lime Ridge - Tesla Supercharger,999 Upper Wentworth Street,,Hamilton,ON,L9A 4X5,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,20,,Tesla,https://www.tesla.com/supercharger,200-8,43.216698,-79.86401,2021-10-11,122253,2021-11-04 18:37:47 UTC,P,,,2019-03-01,,,,,TESLA,CA,,Accessible 24 heures par jour; à l'usage des modèles Tesla seulement,,Public,,public,,,,,,,,,,$0.44 per minute above 60 kW and $0.22 per minute at or below 60 kW,$0.44 par minute au-dessus de 60 kW et $0.22 par minute à 60 kW ou moins,,,,,,,,,
ELEC,CF Markville Shopping Centre - Tesla Supercharger,5000 Highway 7,,Markham,ON,L3R 4M9,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,20,,Tesla,https://www.tesla.com/supercharger,200-9,43.867494,-79.285718,2021-10-11,122254,2021-11-04 18:37:47 UTC,P,,,2019-03-01,,,,,TESLA,CA,,Accessible 24 heures par jour; à l'usage des modèles Tesla seulement,,Public,,public,,,,,,,,,,$0.44 per minute above 60 kW and $0.22 per minute at or below 60 kW,$0.44 par minute au-dessus de 60 kW et $0.22 par minute à 60 kW ou moins,,,,,,,,,
ELEC,CF Rideau Centre - Tesla Supercharger,50 Rideau Suite #300,,Ottawa,ON,K1N 9J7,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,200-9,45.426387,-75.690794,2021-10-11,122255,2021-11-04 18:37:47 UTC,P,,,2019-03-01,,,,,TESLA,CA,,Accessible 24 heures par jour; à l'usage des modèles Tesla seulement,,Public,,public,,,,,,,,,,$0.44 per minute above 60 kW and $0.22 per minute at or below 60 kW,$0.44 par minute au-dessus de 60 kW et $0.22 par minute à 60 kW ou moins,,,,,,,,,
ELEC,CF Sherway Gardens - Tesla Supercharger,25 The West Mall,,Etobicoke,ON,M9C 1B8,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,20,,Tesla,https://www.tesla.com/supercharger,200-8,43.613938,-79.55414,2021-10-11,122256,2021-11-04 18:37:47 UTC,P,,,2019-03-01,,,,,TESLA,CA,,Accessible 24 heures par jour; à l'usage des modèles Tesla seulement,,Public,,public,,,,,,,,,,$0.44 per minute above 60 kW and $0.22 per minute at or below 60 kW,$0.44 par minute au-dessus de 60 kW et $0.22 par minute à 60 kW ou moins,,,,,,,,,
ELEC,CF Toronto Eaton Centre - Tesla Supercharger,220 Yonge Street,,Toronto,ON,M5B 2H1,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,16,,Tesla,https://www.tesla.com/supercharger,GPS,43.655596,-79.382963,2021-10-11,122257,2021-11-04 18:37:47 UTC,P,,,2019-03-01,,,,,TESLA,CA,,Accessible 24 heures par jour; à l'usage des modèles Tesla seulement,,Public,,public,,,,,,,,,,$0.44 per minute above 60 kW and $0.22 per minute at or below 60 kW,$0.44 par minute au-dessus de 60 kW et $0.22 par minute à 60 kW ou moins,,,,,,,,,
ELEC,CF Waterfront Centre - Tesla Supercharger,200 Burrard Street,,Vancouver,BC,V6C 3L6,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,200-9,49.287778,-123.115489,2021-10-11,122258,2021-11-04 18:37:47 UTC,P,,,2019-03-01,,,,,TESLA,CA,,Accessible 24 heures par jour; à l'usage des modèles Tesla seulement,,Public,,public,,,,,,,,,,$0.44 per minute above 60 kW and $0.22 per minute at or below 60 kW,$0.44 par minute au-dessus de 60 kW et $0.22 par minute à 60 kW ou moins,,,,,,,,,
ELEC,Cisco Travel Plaza - Tesla Supercharger,16851 IH 20,,Cisco,TX,76437,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,200-9,32.374263,-99.007197,2021-10-11,122259,2021-11-04 18:37:47 UTC,P,,,2019-03-01,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,
ELEC,Cobblestone Plaza - Tesla Supercharger,14804-14954 Pines Boulevard,,Pembroke Pines,FL,33027,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,16,,Tesla,https://www.tesla.com/supercharger,200-8,26.007326,-80.348783,2021-10-11,122260,2021-11-04 18:37:47 UTC,P,,,2019-03-01,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,
ELEC,Cosimo's on Union - Tesla Supercharger,1217 NY-300,,Newburgh,NY,12550,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,6,,Tesla,https://www.tesla.com/supercharger,200-9,41.499616,-74.071324,2021-10-11,122261,2021-11-04 18:37:47 UTC,P,,,2019-03-01,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,
ELEC,Cousins' Country Inn - Tesla Supercharger,2114 West 6th Street,,The Dalles,OR,97058,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,5,,Tesla,https://www.tesla.com/supercharger,200-9,45.611941,-121.208249,2021-10-11,122262,2021-11-04 18:37:47 UTC,P,,,2019-03-01,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,
ELEC,Crosslron Mills - Tesla Supercharger,261055 Crossiron Blvd,,Rocky View,AB,T4A OG3,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,51.204042,-113.989658,2021-10-11,122263,2021-11-04 18:37:47 UTC,P,,,2019-03-01,,,,,TESLA,CA,,Accessible 24 heures par jour; à l'usage des modèles Tesla seulement,,Public,,public,,,,,,,,,,$0.44 per minute above 60 kW and $0.22 per minute at or below 60 kW,$0.44 par minute au-dessus de 60 kW et $0.22 par minute à 60 kW ou moins,,,,,,,,,
